id,status,kind,path
2206.05433,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.05433
2206.12232,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.12232
2205.05823,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2205.05823.txt
2206.11599,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.11599
2206.13356,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.13356
2206.02221,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2206.02221.txt
2207.04825,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.04825
2206.07859,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2206.07859.txt
2205.06754,done,tex,/home/hex/tayf/research/papers/tmp/src/2205.06754
2204.11409,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2204.11409.txt
2207.11628,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.11628
2204.08966,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.08966
2207.05891,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.05891
2206.07281,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2206.07281.txt
2206.00299,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.00299
2206.07628,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2206.07628.txt
2207.12554,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.12554
2207.09956,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.09956
2208.00422,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.00422
2207.04090,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.04090
2206.04328,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.04328
2203.07925,done,tex,/home/hex/tayf/research/papers/tmp/src/2203.07925
2207.13344,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2207.13344.txt
2207.07370,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.07370
2208.04303,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.04303
2207.13070,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.13070
2207.12746,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.12746
2201.02420,done,tex,/home/hex/tayf/research/papers/tmp/src/2201.02420
2208.05010,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.05010
2207.14168,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.14168
2206.05889,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.05889
2208.00836,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.00836
2205.01135,done,tex,/home/hex/tayf/research/papers/tmp/src/2205.01135
2208.12573,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.12573
2207.13530,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.13530
2204.09997,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.09997
2208.03049,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.03049
2208.14836,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2208.14836.txt
2209.01355,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.01355
2208.13596,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.13596
2209.00054,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.00054
2208.02716,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2208.02716.txt
2204.12022,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.12022
2206.13613,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.13613
2204.10985,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.10985
2207.14524,done,tex,/home/hex/tayf/research/papers/tmp/src/2207.14524
2205.03587,done,tex,/home/hex/tayf/research/papers/tmp/src/2205.03587
2209.03177,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.03177
2209.02574,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.02574
2208.08061,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2208.08061.txt
2208.07639,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.07639
2209.10211,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.10211
2209.03353,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.03353
2209.10266,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.10266
2204.13952,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.13952
2203.16407,done,tex,/home/hex/tayf/research/papers/tmp/src/2203.16407
2209.06269,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.06269
2209.10353,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.10353
2202.13209,done,tex,/home/hex/tayf/research/papers/tmp/src/2202.13209
2210.00618,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.00618
2209.15180,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.15180
2201.07432,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2201.07432.txt
2209.15405,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.15405
2209.04401,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.04401
2209.07232,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.07232
2209.02226,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.02226
2209.09408,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.09408
2209.11694,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.11694
2204.07790,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.07790
2201.00742,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2201.00742.txt
2210.06478,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.06478
2209.05054,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.05054
2205.03599,done,tex,/home/hex/tayf/research/papers/tmp/src/2205.03599
2208.03754,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.03754
2210.14308,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.14308
2210.11483,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.11483
2210.08262,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.08262
2210.07462,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2210.07462.txt
2210.16741,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.16741
2209.05771,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.05771
2209.09244,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.09244
2211.01885,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.01885
2211.02854,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.02854
2210.02100,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.02100
2211.00645,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2211.00645.txt
2210.13292,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.13292
2211.04535,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.04535
2202.13862,done,tex,/home/hex/tayf/research/papers/tmp/src/2202.13862
2210.14000,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2210.14000.txt
2211.05962,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2211.05962.txt
2209.08276,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.08276
2211.08428,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.08428
2211.10311,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.10311
2201.03481,done,tex,/home/hex/tayf/research/papers/tmp/src/2201.03481
2210.05339,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2210.05339.txt
2211.01472,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.01472
2211.10646,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.10646
2212.01185,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.01185
2203.06411,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2203.06411.txt
2211.03792,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.03792
2212.05466,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2212.05466.txt
2211.06725,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.06725
2211.07273,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.07273
2212.06506,error,,
2212.05589,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.05589
2211.10916,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.10916
2212.10897,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.10897
2203.08450,done,tex,/home/hex/tayf/research/papers/tmp/src/2203.08450
2204.10151,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.10151
2203.01978,done,tex,/home/hex/tayf/research/papers/tmp/src/2203.01978
2212.02672,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.02672
2211.15950,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.15950
2212.12428,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.12428
2301.01009,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.01009
2212.13824,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.13824
2301.00706,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2301.00706.txt
2204.04059,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.04059
2301.00245,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2301.00245.txt
2202.01932,done,tex,/home/hex/tayf/research/papers/tmp/src/2202.01932
2301.00308,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.00308
2301.04458,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.04458
2210.12535,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.12535
2301.04651,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.04651
2301.01290,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.01290
2204.10302,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.10302
2301.09776,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.09776
2212.10674,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.10674
2301.09799,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.09799
2201.02693,done,tex,/home/hex/tayf/research/papers/tmp/src/2201.02693
2206.12186,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.12186
2301.09277,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2301.09277.txt
2211.14859,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2211.14859.txt
2301.12165,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.12165
2210.07425,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2210.07425.txt
2211.00918,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.00918
2301.10185,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2301.10185.txt
2301.04183,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.04183
2301.06190,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.06190
2302.01011,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.01011
2301.12888,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2301.12888.txt
2302.05648,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2302.05648.txt
2302.06167,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2302.06167.txt
2211.04104,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.04104
2205.07030,done,tex,/home/hex/tayf/research/papers/tmp/src/2205.07030
2302.09263,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.09263
2302.06293,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.06293
2302.08638,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2302.08638.txt
2302.03156,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.03156
2301.06115,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.06115
2301.10455,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.10455
2302.13207,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.13207
2302.06096,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.06096
2212.11017,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.11017
2301.05434,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.05434
2302.13636,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.13636
2204.00832,done,tex,/home/hex/tayf/research/papers/tmp/src/2204.00832
2302.05071,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.05071
2303.05121,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.05121
2303.05132,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.05132
2303.02959,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.02959
2201.12904,done,tex,/home/hex/tayf/research/papers/tmp/src/2201.12904
2209.06950,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.06950
2303.06517,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.06517
2303.06254,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.06254
2303.01674,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.01674
2303.09523,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.09523
2303.06988,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2303.06988.txt
2303.06519,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.06519
2303.05744,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2303.05744.txt
2303.11565,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.11565
2303.02979,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.02979
2212.10507,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.10507
2303.11857,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.11857
2303.11473,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.11473
2303.09112,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.09112
2302.13560,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.13560
2206.13419,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.13419
2303.12917,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.12917
2301.05489,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.05489
2303.11551,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.11551
2209.12512,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.12512
2303.14978,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.14978
2303.11599,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.11599
2303.14993,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.14993
2209.04448,done,tex,/home/hex/tayf/research/papers/tmp/src/2209.04448
2303.14066,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2303.14066.txt
2303.16163,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.16163
2303.00334,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.00334
2302.13580,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.13580
2304.00548,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2304.00548.txt
2203.14214,done,tex,/home/hex/tayf/research/papers/tmp/src/2203.14214
2210.03513,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.03513
2211.12979,done,tex,/home/hex/tayf/research/papers/tmp/src/2211.12979
2301.09950,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.09950
2304.05623,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.05623
2206.09155,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.09155
2303.15065,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.15065
2304.02713,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.02713
2203.08965,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2203.08965.txt
2304.08634,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2304.08634.txt
2303.05962,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.05962
2203.05127,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2203.05127.txt
2303.05715,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.05715
2304.12852,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.12852
2305.02562,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.02562
2304.01441,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.01441
2204.03947,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2204.03947.txt
2304.12319,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.12319
2304.06244,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.06244
2201.10929,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2201.10929.txt
2302.08899,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.08899
2212.07372,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.07372
2304.08963,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.08963
2305.10000,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.10000
2304.10479,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2304.10479.txt
2304.02690,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.02690
2301.04117,done,tex,/home/hex/tayf/research/papers/tmp/src/2301.04117
2305.10882,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.10882
2305.11399,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.11399
2206.08019,done,tex,/home/hex/tayf/research/papers/tmp/src/2206.08019
2204.11723,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2204.11723.txt
2305.10453,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.10453
2201.01586,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2201.01586.txt
2305.11122,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.11122
2305.02462,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.02462
2305.16211,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.16211
2305.16832,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2305.16832.txt
2305.12423,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.12423
2301.06496,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2301.06496.txt
2305.19170,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2305.19170.txt
2302.11769,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2302.11769.txt
2305.13509,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.13509
2305.19301,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.19301
2305.17125,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2305.17125.txt
2305.18209,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.18209
2212.11278,done,tex,/home/hex/tayf/research/papers/tmp/src/2212.11278
2306.01083,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2306.01083.txt
2208.13056,done,tex,/home/hex/tayf/research/papers/tmp/src/2208.13056
2305.05196,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.05196
2206.10131,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2206.10131.txt
2203.06055,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2203.06055.txt
2306.08730,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.08730
2202.11157,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2202.11157.txt
2304.00640,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.00640
2207.05894,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2207.05894.txt
2306.00548,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2306.00548.txt
2306.14108,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.14108
2306.02288,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.02288
2306.16472,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.16472
2306.08941,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.08941
2306.17580,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.17580
2306.14432,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.14432
2305.07783,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.07783
2210.04188,done,tex,/home/hex/tayf/research/papers/tmp/src/2210.04188
2306.01936,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.01936
2307.03980,error,,
2307.03246,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.03246
2307.02997,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.02997
2307.06091,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.06091
2203.01099,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2203.01099.txt
2303.12809,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.12809
2306.16544,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.16544
2208.02519,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2208.02519.txt
2305.17295,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.17295
2302.10254,done,tex,/home/hex/tayf/research/papers/tmp/src/2302.10254
2307.03273,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.03273
2307.05092,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.05092
2307.07985,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2307.07985.txt
2307.06861,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.06861
2308.00725,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.00725
2308.02620,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.02620
2307.05313,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.05313
2307.06342,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.06342
2303.15221,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.15221
2305.03627,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.03627
2306.15561,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.15561
2308.02782,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2308.02782.txt
2307.08558,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.08558
2308.07139,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.07139
2307.06233,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.06233
2308.01541,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.01541
2304.04106,done,tex,/home/hex/tayf/research/papers/tmp/src/2304.04106
2308.05959,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.05959
2308.06387,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.06387
2308.12566,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.12566
2308.15291,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.15291
2308.08723,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.08723
2204.12684,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2204.12684.txt
2305.19682,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.19682
2305.12232,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.12232
2308.10913,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.10913
2303.12573,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.12573
2307.15421,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.15421
2309.01984,done,tex,/home/hex/tayf/research/papers/tmp/src/2309.01984
2306.15682,done,pdf,/home/hex/tayf/research/papers/tmp/txt/2306.15682.txt
2308.11864,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.11864
2306.12698,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.12698
2309.04549,done,tex,/home/hex/tayf/research/papers/tmp/src/2309.04549
2305.16025,done,tex,/home/hex/tayf/research/papers/tmp/src/2305.16025
2308.16863,done,tex,/home/hex/tayf/research/papers/tmp/src/2308.16863
2307.10741,done,tex,/home/hex/tayf/research/papers/tmp/src/2307.10741
2309.02807,done,tex,/home/hex/tayf/research/papers/tmp/src/2309.02807
2309.07376,done,tex,/home/hex/tayf/research/papers/tmp/src/2309.07376
2309.02574,done,tex,/home/hex/tayf/research/papers/tmp/src/2309.02574
2306.11734,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.11734
2309.15951,done,tex,/home/hex/tayf/research/papers/tmp/src/2309.15951
2303.11287,done,tex,/home/hex/tayf/research/papers/tmp/src/2303.11287
2306.08793,done,tex,/home/hex/tayf/research/papers/tmp/src/2306.08793
